datum,ockovaci_misto_id,ockovaci_misto_nazev,kraj_nuts_kod,kraj_nazev,volna_kapacita,maximalni_kapacita,kalendar_ockovani
2021-07-01,02614fc8-a7d0-439d-8589-57c599cb495d,Nemocnice Na Františku,CZ010,Hlavní město Praha,0,89,V1
2021-07-01,02614fc8-a7d0-439d-8589-57c599cb495d,Nemocnice Na Františku,CZ010,Hlavní město Praha,0,60,V2
2021-07-01,02614fc8-a7d0-439d-8589-57c599cb495d,Nemocnice Na Františku,CZ010,Hlavní město Praha,0,0,VX
2021-07-01,0dd50ed6-5e29-48b1-9a7a-c2ec804c7350,EUC Klinika Praha a.s. - Kartouzská,CZ010,Hlavní město Praha,0,0,V1
2021-07-01,0dd50ed6-5e29-48b1-9a7a-c2ec804c7350,EUC Klinika Praha a.s. - Kartouzská,CZ010,Hlavní město Praha,0,0,VX
2021-07-01,0dd50ed6-5e29-48b1-9a7a-c2ec804c7350,EUC Klinika Praha a.s. - Kartouzská,CZ010,Hlavní město Praha,0,214,V2
2021-07-01,12d05c60-f168-462a-a4e1-ac5ad8e42722,Městská poliklinika Praha - Spálená,CZ010,Hlavní město Praha,0,0,VX
2021-07-01,12d05c60-f168-462a-a4e1-ac5ad8e42722,Městská poliklinika Praha - Spálená,CZ010,Hlavní město Praha,0,156,V1
2021-07-01,12d05c60-f168-462a-a4e1-ac5ad8e42722,Městská poliklinika Praha - Spálená,CZ010,Hlavní město Praha,0,2,V2
2021-07-01,20fc59c1-89c7-4221-90bf-4b3fc94027cc,"ASKLEPION - Lasercentrum Praha, s.r.o.",CZ010,Hlavní město Praha,0,24,V1
2021-07-01,20fc59c1-89c7-4221-90bf-4b3fc94027cc,"ASKLEPION - Lasercentrum Praha, s.r.o.",CZ010,Hlavní město Praha,0,30,V2
2021-07-01,20fc59c1-89c7-4221-90bf-4b3fc94027cc,"ASKLEPION - Lasercentrum Praha, s.r.o.",CZ010,Hlavní město Praha,0,0,VX
2021-07-01,2d133449-b6ac-4b5e-b2e9-428b893345ac,Medicínské centrum Praha s.r.o.,CZ010,Hlavní město Praha,0,0,V2
2021-07-01,2d133449-b6ac-4b5e-b2e9-428b893345ac,Medicínské centrum Praha s.r.o.,CZ010,Hlavní město Praha,0,0,VX
2021-07-01,2d133449-b6ac-4b5e-b2e9-428b893345ac,Medicínské centrum Praha s.r.o.,CZ010,Hlavní město Praha,0,0,V1
2021-07-01,2e0fc330-0571-4184-abab-3f5e7d97681f,Národní očkovací centrum - samoplátci,CZ010,Hlavní město Praha,0,0,VX
2021-07-01,2e0fc330-0571-4184-abab-3f5e7d97681f,Národní očkovací centrum - samoplátci,CZ010,Hlavní město Praha,0,190,V1
2021-07-01,2e0fc330-0571-4184-abab-3f5e7d97681f,Národní očkovací centrum - samoplátci,CZ010,Hlavní město Praha,0,0,V2
